net,length_um
stage_3.input_fifo._180_,2.06
stage_3.input_fifo._199_,2.06
stage_3.input_fifo._204_,2.06
stage_3.input_fifo._212_,2.06
stage_3.input_fifo._237_,2.06
stage_3.input_fifo._245_,2.06
stage_3.input_fifo._250_,2.06
stage_4._0439_,2.06
stage_4._0461_,2.06
stage_4.input_fifo._077_,2.06
stage_4.input_fifo._124_,2.06
stage_4.input_fifo._126_,2.06
stage_4.input_fifo._127_,2.06
stage_4.input_fifo._140_,2.06
stage_4.input_fifo._143_,2.06
stage_4.output_fifo._101_,2.06
stage_4.output_fifo._102_,2.06
_000_,2.04
input_2._073_,2.04
stage_2._0369_,2.04
stage_2._0403_,2.04
stage_2.input_fifo._157_,2.04
stage_2.input_fifo._164_,2.04
stage_2.input_fifo._223_,2.04
stage_2.input_fifo._240_,2.04
stage_3._0080_,2.04
stage_3._0083_,2.04
stage_3._0233_,2.04
stage_3._0236_,2.04
stage_3._0268_,2.04
stage_3._0471_,2.04
stage_3._0860_,2.04
stage_4._0126_,2.04
stage_4._0146_,2.04
stage_4._0248_,2.04
stage_4._0514_,2.04
stage_4._0602_,2.04
input_1._014_,2.025
input_1._020_,2.025
input_1._021_,2.025
input_1._026_,2.025
input_1._027_,2.025
input_1._032_,2.025
input_1._038_,2.025
input_1._048_,2.025
input_1._051_,2.025
input_1._055_,2.025
input_1._058_,2.025
input_1._061_,2.025
input_2._009_,2.025
input_2._015_,2.025
input_2._022_,2.025
input_2._023_,2.025
input_2._028_,2.025
input_2._031_,2.025
input_2._034_,2.025
input_2._035_,2.025
input_2._039_,2.025
input_2._050_,2.025
input_2._057_,2.025
input_2._058_,2.025
stage_2.input_fifo._015_,2.025
stage_2.input_fifo._016_,2.025
stage_2.input_fifo._021_,2.025
stage_2.input_fifo._029_,2.025
stage_2.input_fifo._030_,2.025
stage_2.input_fifo._041_,2.025
stage_2.input_fifo._071_,2.025
stage_2.input_fifo._072_,2.025
stage_2.input_fifo._076_,2.025
stage_2.input_fifo._079_,2.025
stage_2.input_fifo._084_,2.025
stage_2.input_fifo._087_,2.025
stage_2.input_fifo._096_,2.025
stage_2.input_fifo._105_,2.025
stage_2.input_fifo._109_,2.025
stage_2.input_fifo._132_,2.025
stage_2.input_fifo._139_,2.025
stage_2.input_fifo._149_,2.025
stage_3.input_fifo._002_,2.025
stage_3.input_fifo._013_,2.025
stage_3.input_fifo._017_,2.025
stage_3.input_fifo._019_,2.025
stage_3.input_fifo._024_,2.025
stage_3.input_fifo._029_,2.025
stage_3.input_fifo._032_,2.025
stage_3.input_fifo._042_,2.025
stage_3.input_fifo._052_,2.025
stage_3.input_fifo._053_,2.025
stage_3.input_fifo._054_,2.025
stage_3.input_fifo._058_,2.025
stage_3.input_fifo._067_,2.025
stage_3.input_fifo._073_,2.025
stage_3.input_fifo._074_,2.025
stage_3.input_fifo._077_,2.025
stage_3.input_fifo._079_,2.025
stage_3.input_fifo._082_,2.025
stage_3.input_fifo._091_,2.025
stage_3.input_fifo._092_,2.025
stage_3.input_fifo._100_,2.025
stage_3.input_fifo._117_,2.025
stage_3.input_fifo._119_,2.025
stage_3.input_fifo._127_,2.025
stage_4.input_fifo._005_,2.025
stage_4.input_fifo._009_,2.025
stage_4.input_fifo._010_,2.025
stage_4.input_fifo._013_,2.025
stage_4.input_fifo._019_,2.025
stage_4.input_fifo._020_,2.025
stage_4.input_fifo._022_,2.025
stage_4.input_fifo._025_,2.025
stage_4.input_fifo._026_,2.025
stage_4.input_fifo._033_,2.025
stage_4.input_fifo._035_,2.025
stage_4.input_fifo._037_,2.025
stage_4.input_fifo._038_,2.025
stage_4.input_fifo._039_,2.025
stage_4.input_fifo._043_,2.025
stage_4.input_fifo._050_,2.025
stage_4.input_fifo._053_,2.025
stage_4.input_fifo._056_,2.025
stage_4.input_fifo._060_,2.025
stage_4.input_fifo._063_,2.025
stage_4.output_fifo._018_,2.025
stage_4.output_fifo._019_,2.025
stage_4.output_fifo._023_,2.025
stage_4.output_fifo._028_,2.025
stage_4.output_fifo._039_,2.025
stage_4.output_fifo._041_,2.025
stage_4.output_fifo._044_,2.025
stage_4.output_fifo._045_,2.025
stage_4.output_fifo._047_,2.025
stage_4.output_fifo._048_,2.025
stage_4.output_fifo._058_,2.025
stage_2.input_fifo._295_,2
stage_4.output_fifo._109_,1.96
_167_,1.94
stage_3._0041_,1.94
stage_3._0046_,1.94
stage_3._0660_,1.94
stage_3._0862_,1.94
net320,1.94
input_2._016_,1.915
input_2._020_,1.915
stage_2.input_fifo._022_,1.915
stage_3._0728_,1.915
input_1._023_,1.865
input_1._033_,1.865
input_1._044_,1.865
input_1._049_,1.865
input_1._053_,1.865
input_2._043_,1.865
stage_2.input_fifo._054_,1.865
stage_2.input_fifo._059_,1.865
stage_2.input_fifo._131_,1.865
stage_2.input_fifo._144_,1.865
stage_3.input_fifo._036_,1.865
stage_3.input_fifo._071_,1.865
stage_3.input_fifo._083_,1.865
stage_3.input_fifo._090_,1.865
stage_3.input_fifo._097_,1.865
stage_3.input_fifo._111_,1.865
stage_4.input_fifo._027_,1.865
stage_4.input_fifo._030_,1.865
stage_4.input_fifo._041_,1.865
stage_4.input_fifo._046_,1.865
stage_4.input_fifo._054_,1.865
stage_4.output_fifo._002_,1.865
stage_4.output_fifo._003_,1.865
stage_4.output_fifo._004_,1.865
stage_4.output_fifo._009_,1.865
stage_4.output_fifo._021_,1.865
stage_4.output_fifo._059_,1.865
stage_4.output_fifo._063_,1.865
stage_2._0181_,1.84
stage_2._0266_,1.84
stage_2._0482_,1.84
stage_2.feed_output_stage_1\[134\],1.84
stage_2.read_output_2\[118\],1.84
stage_2.read_output_2\[119\],1.84
stage_2.read_output_2\[78\],1.84
stage_3._0078_,1.84
stage_3._0241_,1.84
stage_3._0441_,1.84
stage_3._0494_,1.84
stage_3._0668_,1.84
stage_3._0795_,1.84
stage_3._0850_,1.84
stage_4._0223_,1.84
stage_4._0524_,1.84
net265,1.84
net322,1.84
net344,1.84
net348,1.84
_033_,1.82
stage_2._0410_,1.82
stage_3._0429_,1.82
stage_4._0548_,1.82
stage_4._0654_,1.82
stage_3._0019_,1.72
stage_3._0081_,1.72
stage_3.input_fifo._272_,1.72
stage_4._0025_,1.72
stage_4._0061_,1.72
stage_4._0074_,1.72
stage_4._0288_,1.72
stage_4._0644_,1.72
_057_,1.7
stage_2._0048_,1.7
stage_2._0118_,1.7
stage_2._0137_,1.7
stage_2._0518_,1.7
stage_3._0011_,1.7
stage_3._0033_,1.7
stage_3._0228_,1.7
stage_3._0276_,1.7
stage_3._0400_,1.7
stage_3._0492_,1.7
stage_3._0523_,1.7
stage_3._0541_,1.7
stage_3._0563_,1.7
stage_3._0685_,1.7
stage_3._0711_,1.7
stage_3._0762_,1.7
stage_3._0869_,1.7
net219,1.7
stage_3.input_fifo._178_,1.7
stage_3.input_fifo._254_,1.7
stage_3.read_output_3\[64\],1.7
stage_4._0205_,1.7
net227,1.7
net256,1.7
input_1._068_,1.6
input_1._070_,1.6
input_1._086_,1.6
input_1._087_,1.6
input_1._119_,1.6
input_2._112_,1.6
stage_2._0541_,1.6
stage_2._0550_,1.6
stage_2._0597_,1.6
stage_3._0243_,1.6
stage_4._0408_,1.6
stage_4.input_fifo._089_,1.6
stage_4.output_fifo._072_,1.6
stage_4.output_fifo._073_,1.6
stage_4.output_fifo._074_,1.6
stage_4.output_fifo._116_,1.6
input_2._021_,1.575
stage_4.output_fifo._034_,1.575
input_1._077_,1.48
stage_2.feed_output_stage_1\[122\],1.48
stage_2.feed_output_stage_1\[123\],1.48
stage_2.feed_output_stage_1\[139\],1.48
stage_2.read_output_2\[10\],1.48
stage_2.read_output_2\[64\],1.48
stage_3._0005_,1.48
stage_3._0028_,1.48
stage_3._0035_,1.48
stage_3.input_fifo._211_,1.48
stage_4._0460_,1.48
net319,1.48
net331,1.48
input_1._022_,1.46
input_1._002_,1.405
input_1._035_,1.405
input_1._037_,1.405
input_2._025_,1.405
stage_2.input_fifo._089_,1.405
stage_3.input_fifo._045_,1.405
stage_3.input_fifo._061_,1.405
stage_3.input_fifo._116_,1.405
stage_4.input_fifo._031_,1.405
stage_4.input_fifo._034_,1.405
stage_4.output_fifo._051_,1.405
stage_2._0489_,1.38
stage_3._0077_,1.38
stage_3._0518_,1.38
stage_3._0726_,1.38
stage_3._0752_,1.38
stage_3._0820_,1.38
stage_3._0866_,1.38
stage_4._0056_,1.38
stage_4._0615_,1.38
net293,1.38
net362,1.38
net393,1.38
stage_4._0434_,1.36
stage_3._0505_,1.26
stage_3._0677_,1.26
stage_3._0819_,1.26
stage_4._0500_,1.26
stage_4._0656_,1.26
stage_3._0751_,1.25
stage_4._0005_,1.25
stage_3._0865_,1.15
_070_,1.14
input_1._080_,1.14
input_1._095_,1.14
input_1._104_,1.14
input_1._114_,1.14
input_1._121_,1.14
input_1._133_,1.14
input_2._072_,1.14
input_2._076_,1.14
input_2._085_,1.14
input_2._091_,1.14
input_2._103_,1.14
input_2._107_,1.14
input_2._121_,1.14
input_2._128_,1.14
stage_2._0108_,1.14
stage_2._0333_,1.14
stage_2._0375_,1.14
stage_2._0524_,1.14
stage_2._0553_,1.14
stage_2._0560_,1.14
stage_2._0562_,1.14
stage_2.input_fifo._180_,1.14
stage_2.input_fifo._181_,1.14
stage_2.input_fifo._189_,1.14
stage_2.input_fifo._214_,1.14
stage_2.input_fifo._221_,1.14
stage_2.input_fifo._225_,1.14
stage_2.input_fifo._237_,1.14
stage_2.input_fifo._272_,1.14
stage_2.input_fifo._282_,1.14
stage_2.input_fifo._309_,1.14
stage_3.input_fifo._172_,1.14
stage_3.input_fifo._200_,1.14
stage_3.input_fifo._215_,1.14
stage_3.input_fifo._262_,1.14
stage_3.input_fifo._270_,1.14
stage_4._0021_,1.14
stage_4._0367_,1.14
stage_4.input_fifo._080_,1.14
stage_4.input_fifo._106_,1.14
stage_4.output_fifo._079_,1.14
stage_4.output_fifo._094_,1.14
_019_,1.02
_143_,1.02
stage_3.read_output_3\[1\],1.02
_124_,0.92
stage_2._0443_,0.92
stage_3._0051_,0.92
stage_3._0054_,0.92
stage_3._0070_,0.92
stage_3._0118_,0.92
stage_3._0443_,0.92
stage_3._0496_,0.92
stage_3._0521_,0.92
stage_3._0533_,0.92
stage_3._0745_,0.92
stage_3._0760_,0.92
stage_3._0861_,0.92
stage_4._0336_,0.92
stage_4._0406_,0.8
stage_4.input_fifo._075_,0.8
stage_2._0059_,0.46
stage_3._0611_,0.46
stage_4._0511_,0.46
stage_4._0560_,0.46
